Fruit,Quantity_kg,Price_per_kg_in_USD,Farmer_Name,Customer_Name
Apple,60,1.44,John Smith,Martha Maze
Orange,138,2.78,John Smith,Janelle Haskins
Banana,110,2.42,John Smith,Emogene Menard
Grape,127,2.55,John Smith,Alicia Montgomery
Pear,60,1.14,John Smith,Bernard Brown
Apple,,2.5,John Smith,Gerald Peralta
Orange,99,2.26,John Smith,Pamela Mileski
Banana,83,2.65,John Smith,David Gilson
Grape,97,2.95,John Smith,Ronald Mason
Pear,,2.38,John Smith,Louis Armour
Apple,,2.8,John Smith,Eddie Woll
Orange,107,2.26,John Smith,Jan John
Banana,140,1,John Smith,Bonnie Caldwell
Grape,67,,John Smith,Martha Vance
Pear,64,2.82,John Smith,Kathy Mortensen
Apple,106,2.57,John Smith,John Spears
Orange,122,2.39,John Smith,Myrtle Sheehan
Banana,118,,John Smith,Johnette Obrien
Grape,140,2.58,John Smith,Olga Knight
Pear,82,1.69,John Smith,Virginia Huynh
Apple,139,1.44,John Smith,Paul Beltz
Orange,145,2.79,John Smith,Melinda Ladd
Banana,,,John Smith,Julie Harper
Grape,103,,John Smith,Timothy Brown
Pear,69,2.32,John Smith,John Davis
Apple,103,1.52,John Smith,Elsie Storjohann
Orange,,2.75,John Smith,Ernie Clifton
Banana,97,1.36,John Smith,Wayne Anderson
Grape,136,1.28,John Smith,Ellsworth Macdonald
Pear,145,2.14,John Smith,Shannon Machak
Apple,59,2.12,John Smith,William Bailey
Orange,72,2.3,John Smith,Laura Robison
Banana,146,2.53,John Smith,Jose Atkins
Grape,124,1.31,John Smith,Gloria Guhl
Pear,102,2.23,John Smith,Rosemary Cooley
Apple,149,1.05,John Smith,Jenifer Morgan
Orange,,2.83,John Smith,Lee Powell
Banana,123,1.52,John Smith,John Dorton
Grape,122,2.86,John Smith,Wade Ornelas
Pear,100,,John Smith,Diana Olenick
Apple,,,John Smith,Daniel Hubbard
Orange,57,2.96,John Smith,Orlando Straub
Banana,63,1.93,John Smith,Homer Moody
Grape,113,2.57,John Smith,Jonathon Bernier
Pear,79,1.69,John Smith,Kenneth Johnson
Apple,105,1.64,John Smith,Walter Leist
Orange,,,John Smith,Cara Mcgee
Banana,96,1.77,John Smith,Chris Pace
Grape,,,John Smith,Robert Mayfield
Pear,99,1.25,John Smith,Elizabeth Hardin
Apple,108,1.2,John Smith,William Brown
Orange,129,1.63,John Smith,June Weber
Banana,64,,John Smith,Jennie Cummings
Grape,60,2.87,John Smith,Trevor Crowell
Pear,141,2.22,John Smith,Don Richard
Apple,138,2.64,John Smith,Scott Johnson
Orange,,,John Smith,Cathy Wilcox
Banana,115,2.26,John Smith,Ellen Murphy
Grape,65,2.71,John Smith,Melissa Smith
Pear,,1.09,John Smith,Herbert Fields
Apple,114,2.87,John Smith,Nelly Lehmann
Orange,,1.66,John Smith,Gloria Gadson
Banana,66,2.51,John Smith,Chase Fett
Grape,121,1.86,John Smith,Beatrice Contreras
Pear,,1.75,John Smith,Theresa Whalen
Apple,111,2.49,John Smith,Brian Hodges
Orange,,2.84,John Smith,Clyde Dudley
Banana,63,1.16,John Smith,Cheryl Wilson
Grape,65,1.58,John Smith,Amber Smith
Pear,147,1.97,John Smith,James Delrie
Apple,111,2.27,John Smith,Michelle Lilly
Orange,,1.36,John Smith,Floyd Sarris
Banana,86,,John Smith,James Brewer
Grape,148,1.88,John Smith,Timothy Hersh
Pear,93,2.04,John Smith,Edward Corujo
Apple,87,1.9,John Smith,George Jeter
Orange,92,2.54,John Smith,Rigoberto France
Banana,,1.43,John Smith,Marion Roland
Grape,51,2.6,John Smith,Charles Holloway
Pear,139,2.32,John Smith,Roselyn Kostiuk
Apple,,1.47,John Smith,Carla Smith
Orange,,1.67,John Smith,Joseph Brown
Banana,90,1.49,John Smith,Lorraine Anderson
Grape,,1.62,John Smith,Ernest Stroud
Pear,116,1.39,John Smith,Curtis Padgett
Apple,,1.51,John Smith,Loraine Reynolds
Orange,100,1.69,John Smith,Kenneth Redding
Banana,86,,John Smith,Mario Tellis
Grape,,2.55,John Smith,Dean Berringer
Pear,51,1.37,John Smith,Louis Tatum
Apple,129,2.9,John Smith,William Grant
Orange,73,1.16,John Smith,Michael Carr
Banana,113,2.36,John Smith,Angelo Culver
Grape,,1.85,John Smith,Shaun Brown
Pear,58,1.35,John Smith,Jacob Tenney
Apple,122,1.54,John Smith,Betty Halsey
Orange,124,2.99,John Smith,Rachelle Tyler
Banana,,1.18,John Smith,Steven Sapp
Grape,80,2.89,John Smith,Albert Jones
Pear,,1.77,John Smith,Linda Groome
Apple,133,2.65,John Smith,Timothy Cambell
Orange,142,2.92,John Smith,Dennis Hansen
Banana,140,1.85,John Smith,Bob Jensen
Grape,,,John Smith,Barbara Charron
Pear,143,1.26,John Smith,Jean Wall
Apple,100,2.06,John Smith,Leon Matty
Orange,145,1.33,John Smith,Loretta Callahan
Banana,83,1.02,John Smith,Arthur Tewksbury
Grape,,2.19,John Smith,Louise Carter
Pear,55,1.08,John Smith,Melissa Illsley
Apple,146,1.57,John Smith,Ana Sand
Orange,103,1.14,John Smith,Nathaniel Gonzalez
Banana,,2.08,John Smith,Theresa Sansone
Grape,76,2.11,John Smith,Christy Hoff
Pear,,2.41,John Smith,Robert Eldridge
Apple,,1.81,John Smith,Christie Schrock
Orange,50,2.24,John Smith,Latasha Herman
Banana,112,1.91,John Smith,Michael Graham
Grape,56,,John Smith,Adrian Lewis
Pear,127,2.62,John Smith,David Byrd
Apple,58,1.57,John Smith,Brian Adams
Orange,71,1.65,John Smith,Edison Nash
Banana,128,2.89,John Smith,Clarence Stocks
Grape,119,2.63,John Smith,Raymond Sun
Pear,98,2.11,John Smith,Jeffery Carlson
Apple,143,1.96,John Smith,Juan Angel
Orange,,2.81,John Smith,Jamie White
Banana,149,1.7,John Smith,Carol Barnes
Grape,71,1.74,John Smith,Lori Hoch
Pear,133,2.13,John Smith,Damien Kennedy
Apple,83,1.91,John Smith,Suzanne Gomes
Orange,70,1.56,John Smith,Linda Tran
Banana,136,1.42,John Smith,Joseph Clark
Grape,90,2.5,John Smith,Joyce Schall
Pear,147,2.35,John Smith,Sandra Tardy
Apple,111,,John Smith,Joseph Devit
Orange,77,2.34,John Smith,Teresa Hanson
Banana,79,2.42,John Smith,Katie Rodriguez
Grape,95,1.89,John Smith,Jack Siskin
Pear,115,1.26,John Smith,Jeffrey Teague
Apple,,1.13,John Smith,Randall Mixon
Orange,89,2.09,John Smith,Manuel Davis
Banana,122,2.65,John Smith,William Riggie
Grape,134,,John Smith,Willie Ryan
Pear,141,2.47,John Smith,Derek Buchanan
Apple,87,1.54,John Smith,Penny Brown
Orange,78,1.06,John Smith,Frank Ross
Banana,82,2.17,John Smith,Ahmed Christian
Grape,146,2.95,John Smith,Peter Martin
Pear,,2.63,John Smith,Michael Willey
Apple,,2.54,John Smith,David Velasco
Orange,126,1.22,John Smith,James Vaughan
Banana,128,,John Smith,Joyce Grissom
Grape,120,2.56,John Smith,Janet Mejia
Pear,,,John Smith,Thomas Youngman
Apple,,1.31,John Smith,Micah Wishart
Orange,63,1.22,John Smith,Michael Pardo
Banana,96,,John Smith,Martha Kelly
Grape,,2.17,John Smith,Nelson Langholz
Pear,,1.9,John Smith,Jessica Espinosa
Apple,116,1.29,John Smith,Michael Stalker
Orange,83,,John Smith,Robert Escobar
Banana,87,1.6,John Smith,Gary Woodson
Grape,112,2.25,John Smith,Nathan Gibson
Pear,118,1.7,John Smith,Nelson Deremer
Apple,148,2.23,John Smith,Dorothy Bailey
Orange,111,1.89,John Smith,Kellie Carey
Banana,94,1.59,John Smith,Paul Daniels
Grape,122,1.5,John Smith,Charles Lanier
Pear,81,2.79,John Smith,Phillis Padilla
Apple,57,2.01,John Smith,Edwardo Jordan
Orange,143,1.21,John Smith,Eddy Arroyo
Banana,141,,John Smith,Thomas Ales
Grape,112,1.11,John Smith,James Grant
Pear,128,2.73,John Smith,Luis Patterson
Apple,65,1.55,John Smith,Andrew Villar
Orange,121,1.08,John Smith,Ruben Howard
Banana,72,2.84,John Smith,William Green
Grape,,1.55,John Smith,George Lara
Pear,126,1.2,John Smith,Wesley Gossett
Apple,71,2.83,John Smith,Pauline Wood
Orange,,2.86,John Smith,Crystal Diego
Banana,105,,John Smith,Lisa Claar
Grape,,1.63,John Smith,Lauren Simmons
Pear,142,2.54,John Smith,Vernon Thomas
Apple,123,1.06,John Smith,Ray Hallenbeck
Orange,115,1.02,John Smith,Elizabeth Mercer
Banana,,2.76,John Smith,May Ramirez
Grape,147,2.65,John Smith,Oliver Durden
Pear,140,1.75,John Smith,Dena Tamburri
Apple,145,1.26,John Smith,Steve Black
Orange,81,2.39,John Smith,Rosemary Hamlin
Banana,145,1.28,John Smith,William Weir
Grape,,1.38,John Smith,Joanne Devalle
Pear,87,1.72,John Smith,Ila Laflamme
Apple,132,2.25,John Smith,John Ottrix
Orange,140,2.42,John Smith,Marie Lau
Banana,,2.54,John Smith,Enriqueta Ferland
Grape,107,1.39,John Smith,Linda Stover
Pear,57,1.47,John Smith,Wayne Brown
Apple,105,1.58,John Smith,Earl Chou
Orange,77,2.56,John Smith,Pamela Taylor
Banana,,1.59,John Smith,Belinda Hamilton
Grape,99,1.07,John Smith,Jason Pardo
Pear,94,2.86,John Smith,Anthony Cagle
Apple,,2.24,John Smith,Nancy Dawkins
Orange,,1.11,John Smith,Manuel Lamb
Banana,,1.79,John Smith,Aaron Sylvester
Grape,54,2.68,John Smith,Patricia Jackson
Pear,124,1.37,John Smith,Annie Terrell
Apple,79,1.9,John Smith,Melissa Salvato
Orange,84,2.05,John Smith,Mark Nichols
Banana,79,2.5,John Smith,Shannon Surratt
Grape,98,2.38,John Smith,Mitchell Curtis
Pear,124,1.43,John Smith,Dorothy Morrow
Apple,143,1.19,John Smith,John Sherwood
Orange,,2.12,John Smith,Stephanie Rider
Banana,81,2.75,John Smith,Catherine Scroggins
Grape,89,1.35,John Smith,Deborah Moss
Pear,,2.8,John Smith,Tony Knight
Apple,113,2.7,John Smith,Michael Ottinger
Orange,69,1.52,John Smith,Marcus Clankscales
Banana,140,1.08,John Smith,Margaret Richard
Grape,96,1.86,John Smith,Cecil Carr
Pear,113,1.27,John Smith,Willie Lund
Apple,129,2.14,John Smith,Stephanie Hunt
Orange,,1.5,John Smith,Jennifer Johnson
Banana,91,1.13,John Smith,Johnny Buchanan
Grape,145,1.07,John Smith,Calvin Reasner
Pear,71,1.32,John Smith,Paul Dials
Apple,57,2.63,John Smith,Joann Peterson
Orange,141,2.62,John Smith,John Mcmickell
Banana,110,1.38,John Smith,Maria Porter
Grape,126,,John Smith,Sandra Holzer
Pear,121,1.89,John Smith,Mark Phelps
Apple,,2.72,John Smith,Lizzie Corujo
Orange,60,2.09,John Smith,Jeffrey Densmore
Banana,138,1.13,John Smith,Emma Robinson
Grape,98,,John Smith,Augustus Berger
Pear,145,2.58,John Smith,Lorraine Duval
Apple,94,2.96,John Smith,Jennie Wallace
Orange,55,2.51,John Smith,David Zaragoza
Banana,144,,John Smith,Jaime Day
Grape,60,2.96,John Smith,Patricia Downey
Pear,94,1.86,John Smith,Catherine Johnstonbaugh
Apple,,1.21,John Smith,Lauren Ware
Orange,64,1.46,John Smith,Leticia Palmer
Banana,85,2.76,John Smith,James Scranton
Grape,,2.97,John Smith,Joseph Fernandez
Pear,,2.87,John Smith,Lillie Perkins
Apple,79,1.06,John Smith,Donald Williams
Orange,,2.61,John Smith,Anthony Robbins
Banana,80,2.5,John Smith,Luis Lee
Grape,,2.93,John Smith,Jewel Wilson
Pear,59,2.5,John Smith,Stephanie Williams
Apple,,1.13,John Smith,Lilia West
Orange,80,1.04,John Smith,Matthew Danielsen
Banana,110,1.21,John Smith,Bobbie Dorsey
Grape,146,1.2,John Smith,Lyn Young
Pear,60,2.38,John Smith,Carl Wingate
Apple,125,,John Smith,Gaynell Silas
Orange,58,2,John Smith,Sarah Smith
Banana,,1.29,John Smith,Bonnie Robles
Grape,,2.97,John Smith,Elroy Havlik
Pear,94,1.4,John Smith,Dorothy Schoepp
Apple,81,1.53,John Smith,Chris Benitez
Orange,101,1.18,John Smith,Helen Andrade
Banana,96,1.79,John Smith,William Marshall
Grape,92,1.99,John Smith,Laurie Stephens
Pear,,1.38,John Smith,Nicholas Johnson
Apple,,2.13,John Smith,Kenneth Nighman
Orange,71,2.55,John Smith,Frances Pointer
Banana,82,1.66,John Smith,Margot Birdsell
Grape,108,1.19,John Smith,Samuel Brown
Pear,96,2.53,John Smith,Ammie Godbey
Apple,78,2.87,John Smith,Mary Markel
Orange,,2.36,John Smith,Ronald Smith
Banana,93,2.9,John Smith,Michael Williams
Grape,86,1.9,John Smith,Brett Wheeler
Pear,109,1.07,John Smith,Jennifer Gabrelcik
Apple,,1.52,John Smith,Lorraine Fritz
Orange,137,2.63,John Smith,Carol Martin
Banana,96,1.28,John Smith,Carmen Dahl
Grape,82,2.54,John Smith,Danny Turner
Pear,,2.23,John Smith,Sandra Cornell
Apple,132,,John Smith,Rebecca Cargill
Orange,132,2.38,John Smith,Mae Shanklin
Banana,80,2.66,John Smith,Randall Crowley
Grape,64,1.2,John Smith,Barbara Stewart
Pear,111,1.55,John Smith,Albert Azure
Apple,,2.49,John Smith,John Brinlee
Orange,97,,John Smith,Barbara Munn
Banana,51,2.53,John Smith,Matthew Knight
Grape,84,1.68,John Smith,Carmen Girard
Pear,,1.74,John Smith,David Gerard
Apple,100,1.33,John Smith,Cory Nunes
Orange,125,2.83,John Smith,Kevin Wray
Banana,122,1.05,John Smith,Thomas Jasper
Grape,,1.63,John Smith,Keith Humphery
Pear,,,John Smith,David Piedra
Apple,89,1.05,John Smith,James Worden
Orange,,1.95,John Smith,Eric Speidel
Banana,60,1.67,John Smith,Marsha Garcia
Grape,80,2.54,John Smith,Ethel Pursifull
Pear,98,2.31,John Smith,Simon Aaronson
Apple,55,1.93,John Smith,Leslie Johnson
Orange,87,2.74,John Smith,Rex Brandt
Banana,148,1.99,John Smith,Eugene Baker
Grape,129,1.2,John Smith,Charles Matchett
Pear,74,1.61,John Smith,David Cooper
Apple,99,2.96,John Smith,Mary Martin
Orange,110,1.39,John Smith,Gregory Hernandez
Banana,87,1.11,John Smith,Patricia Bassani
Grape,,2.58,John Smith,Gina Yeah
Pear,56,1.67,John Smith,Kathy Harrell
Apple,110,1.04,John Smith,Helene Yanez
Orange,144,2.79,John Smith,In Goins
Banana,,2.79,John Smith,Jason Young
Grape,89,2.43,John Smith,Shawn Hernandez
Pear,,1.21,John Smith,Amy Boykin
Apple,146,2.72,John Smith,Fred Tang
Orange,,1.87,John Smith,Julia Martinez
Banana,97,2.39,John Smith,Helen Mayer
Grape,99,1.19,John Smith,Virginia Muniz
Pear,,1.76,John Smith,William Gregory
Apple,123,2.59,John Smith,Bobby Burden
Orange,143,,John Smith,Christopher Dyer
Banana,68,2.46,John Smith,Jeffrey Rooney
Grape,53,2.32,John Smith,Joseph Kellison
Pear,71,2.95,John Smith,Thomas Batiste
Apple,149,,John Smith,Marcie Caldwell
Orange,86,2.88,John Smith,Michael Lucas
Banana,76,2.11,John Smith,Antoine Yu
Grape,,1.17,John Smith,Jean Alford
Pear,102,2.31,John Smith,Edwin Williamson
Apple,75,,John Smith,Robert Ozley
Orange,65,2.13,John Smith,Joyce Johnson
Banana,88,2.76,John Smith,Ralph Scurry
Grape,91,2.43,John Smith,Cynthia Park
Pear,,,John Smith,Wade Bird
Apple,117,2.9,John Smith,Beulah Wyatt
Orange,143,2.71,John Smith,Helen Fuller
Banana,93,,John Smith,Timothy Young
Grape,124,1.46,John Smith,Leroy Mcdaniel
Pear,62,1.57,John Smith,Aisha Sherman
Apple,79,2,John Smith,Allyson Huston
Orange,,2.99,John Smith,Karen Shute
Banana,89,1.23,John Smith,William Lewellen
Grape,84,2.89,John Smith,Susan Smith
Pear,54,1.41,John Smith,Joseph Skrebes
Apple,,1.45,John Smith,Arthur Mcconnell
Orange,122,1.02,John Smith,Christine Kokko
Banana,61,1.96,John Smith,Laura Isom
Grape,127,1.8,John Smith,Margaret Long
Pear,55,1.42,John Smith,Catherine Earley
Apple,,2.5,John Smith,Diane Constantine
Orange,136,1.28,John Smith,Charlie Little
Banana,83,2.64,John Smith,Amelia Disher
Grape,67,1.57,John Smith,John Haynes
Pear,138,1.63,John Smith,David Upshaw
Apple,,2.22,John Smith,Michelle Fink
Orange,117,2.04,John Smith,William Carter
Banana,86,1.57,John Smith,Leroy Baker
Grape,91,1.37,John Smith,Valerie Thompson
Pear,144,1.86,John Smith,Marissa Jodon
Apple,122,2.78,John Smith,Paula Brooks
Orange,91,2,John Smith,David Smith
Banana,98,2.73,John Smith,Lewis Johnson
Grape,,2.88,John Smith,Jewell Pauls
Pear,129,,John Smith,Emily Harvey
Apple,143,2.18,John Smith,Chris Fenton
Orange,54,2.37,John Smith,Jeffrey Enright
Banana,131,2.61,John Smith,Richard Brown
Grape,50,2.26,John Smith,Teresa Vandorp
Pear,139,2.27,John Smith,Carl Palmer
Apple,,,John Smith,Bruce Quinn
Orange,132,2.46,John Smith,Erik Maicus
Banana,52,2.74,John Smith,Zachary Gargiulo
Grape,,2.16,John Smith,Allison Perkins
Pear,,2.03,John Smith,Michelle Cavazos
Apple,141,2.64,John Smith,Jean Laigo
Orange,,2.5,John Smith,Marie Patterson
Banana,,2.39,John Smith,Fernando Belanger
Grape,94,2.21,John Smith,Adam Boyle
Pear,132,,John Smith,Sheila Downing
Apple,,1.57,John Smith,Charles Ayala
Orange,,3,John Smith,Britney Spiegler
Banana,146,1.31,John Smith,Francis Rogers
Grape,56,2.79,John Smith,Dorothy Robinette
Pear,96,1.99,John Smith,Loraine Stemm
Apple,136,1.9,John Smith,Michele Williams
Orange,,1.42,John Smith,Robert Peral
Banana,128,2.98,John Smith,Judy Clark
Grape,,1.73,John Smith,Jason Lancaster
Pear,,2.29,John Smith,Richard Simmons
Apple,111,2.89,John Smith,Timothy Garth
Orange,,2.48,John Smith,Ivette Pawlak
Banana,71,1.24,John Smith,Charles Flanders
Grape,,2.1,John Smith,Sarah Morissette
Pear,113,2.73,John Smith,David Gangler
Apple,65,2.4,John Smith,Richard Webb
Orange,,1.84,John Smith,Dorothy Mackinder
Banana,131,1.54,John Smith,Oscar Hogans
Grape,112,2.4,John Smith,Nancy Hermann
Pear,,2.44,John Smith,Vickie Mendoza
Apple,95,1.06,John Smith,Robert Parnell
Orange,110,1.83,John Smith,Lance Shrader
Banana,62,1.69,John Smith,James Damron
Grape,121,1.57,John Smith,David Tapia
Pear,110,2.94,John Smith,Gerald Leider
Apple,137,2.37,John Smith,Clyde Mars
Orange,,1.25,John Smith,Douglas Owen
Banana,107,1.86,John Smith,Melissa Sa
Grape,,2.27,John Smith,William Daniel
Pear,,1.7,John Smith,Larry Silva
Apple,112,1.16,John Smith,Patrick Caruso
Orange,,2.58,John Smith,James Johnson
Banana,128,1.57,John Smith,Michael Edelson
Grape,61,1.65,John Smith,Gary Jernigan
Pear,,1.7,John Smith,Melissa Carr
Apple,143,1.19,John Smith,Marcus Delgadillo
Orange,119,1.4,John Smith,Rhonda Ruby
Banana,73,1.46,John Smith,Robert Elfrink
Grape,,1.08,John Smith,Diana Dunn
Pear,75,2.5,John Smith,Paul Thurmer
Apple,105,1.83,John Smith,Myrtle Alkire
Orange,84,2.06,John Smith,Lois Welch
Banana,85,1.78,John Smith,Leroy Sherwood
Grape,95,2.49,John Smith,Nicole Pring
Pear,82,2.75,John Smith,George Anderson
Apple,77,1.52,John Smith,Bob Watson
Orange,,1.73,John Smith,Robert Valley
Banana,98,2.03,John Smith,Mona Williams
Grape,128,,John Smith,Gregory Esquer
Pear,92,1.16,John Smith,Dan Marble
Apple,126,2.56,John Smith,John Mendez
Orange,96,2.27,John Smith,Holly Lee
Banana,,2.27,John Smith,Robert Moore
Grape,57,1.68,John Smith,Phillip Pelletier
Pear,117,2.42,John Smith,Jeffrey Vanderhoef
Apple,,,John Smith,Denise Volz
Orange,,1.23,John Smith,Amy Ruiz
Banana,123,2.86,John Smith,Mary Smith
Grape,,1.51,John Smith,Christy Araiza
Pear,89,1.88,John Smith,Kevin Rinaldi
Apple,115,1.29,John Smith,Barbara Rudd
Orange,,1.96,John Smith,Willie Baez
Banana,67,2.58,John Smith,Michelle Mooney
Grape,,2.64,John Smith,Joanne Johnson
Pear,144,2.88,John Smith,Louis Kroner
Apple,118,2.22,John Smith,Brandon Wasden
Orange,148,1.55,John Smith,Robert Sanders
Banana,,1.18,John Smith,Lawanda Mcgeorge
Grape,100,2.8,John Smith,Russell Collins
Pear,118,2.23,John Smith,Sylvia Mcghee
Apple,,1.56,John Smith,Charlotte Cain
Orange,,2.02,John Smith,Emily Chavez
Banana,86,,John Smith,Rusty Fucci
Grape,,2.63,John Smith,Pamela Kaplan
Pear,105,1.82,John Smith,Cesar Carroll
Apple,,1.13,John Smith,Amanda Constance
Orange,82,1.42,John Smith,Christopher Ballard
Banana,132,1.73,John Smith,Major Smith
Grape,105,1.96,John Smith,Phillip Cockrill
Pear,117,2.82,John Smith,Richard Campbell
Apple,65,1.52,John Smith,Scott Hathaway
Orange,91,2.34,John Smith,George Robinson
Banana,83,1.9,John Smith,Jason Wilson
Grape,148,2.62,John Smith,Linda Smith
Pear,63,1.53,John Smith,Joan Kendrick
Apple,82,2.95,John Smith,Joseph Barnes
Orange,,2.07,John Smith,Carole Guest
Banana,62,1.92,John Smith,James Archibald
Grape,139,2.12,John Smith,Jon Zaragoza
Pear,121,1.25,John Smith,Christopher Taylor
Apple,76,2.79,John Smith,Paul Colwell
Orange,97,1.4,John Smith,Priscilla Merrithew
Banana,109,2.17,John Smith,Mike Ayala
Grape,56,2.02,John Smith,Antonio Sullivan
Pear,133,2.22,John Smith,Manuel Spadaro
Apple,103,1.29,John Smith,Helen Champlin
Orange,68,1.93,John Smith,Mae Ford
Banana,,1.08,John Smith,Sara Callen
Grape,149,1,John Smith,Nancy Taylor
Pear,86,1.64,John Smith,Sheri Wells
Apple,91,1.16,John Smith,Kimberly Laughary
Orange,117,2.77,John Smith,Kevin Struble
Banana,,2.08,John Smith,Clinton Stjohn
Grape,98,1.85,John Smith,Nicholas Duncan
Pear,57,1.41,John Smith,Michelle Hodges
Apple,105,2.06,John Smith,Ronald Duncan
Orange,,2.49,John Smith,William Bowling
Banana,134,2.92,John Smith,Maria Gay
Grape,89,1.58,John Smith,Lynn Nikas
Pear,56,2.95,John Smith,Mary Holderman
Apple,146,1.88,John Smith,Candace Torres
Orange,53,2.32,John Smith,Willia Rhoades
Banana,,1.05,John Smith,Charles Greene
Grape,82,1,John Smith,Jo Rimer
Pear,136,2.24,John Smith,Jeffery Broussard
Apple,86,1.08,John Smith,Thomas Maldonado
Orange,82,1.97,John Smith,Louis Gordon
Banana,76,1.15,John Smith,Robert Morgan
Grape,54,1.52,John Smith,Gerald Clanton
Pear,61,1.92,John Smith,Steven Wilson
Apple,,1.79,John Smith,Jenine Oliver
Orange,74,1.94,John Smith,Amy Cerny
Banana,81,2.69,John Smith,Harold Brown
Grape,116,2.25,John Smith,Roberto Wesley
Pear,,2.98,John Smith,Rose Sultan
Apple,,2.4,John Smith,Natasha Camacho
Orange,,2.36,John Smith,Rubin Garcia
Banana,,1.92,John Smith,Maurice Hall
Grape,110,2.17,John Smith,Sharlene Murray
Pear,130,1.59,John Smith,Troy Covington
Apple,56,1.6,John Smith,Leon Stowe
Orange,105,1.11,John Smith,John Cates
Banana,118,1.98,John Smith,Bruce Stupak
Grape,54,2.73,John Smith,Opal White
Pear,,,John Smith,Janice Ray
Apple,82,1.22,John Smith,Craig Bustamante
